filename,vessel_density
Angio Retina_OD-Deep_sub-000100.png_innerCircle.csv,32.993034825870645
Angio Retina_OD-Deep_sub-000100.png_IT.csv,87.92307692307692
Angio Retina_OS-Superficial_sub-000100.png_innerCircle.csv,8.337404214559387
Angio Retina_OS-Superficial_sub-000100.png_IN.csv,74.61351952202307
Angio Retina_OD-Deep_sub-000100.png_IS.csv,86.9913509376196
Angio Retina_OS-Deep_sub-000100.png_innerCircle.csv,33.06206467661691
Angio Retina_OS-Deep_sub-000100.png_IS.csv,90.11322013791057
Angio Retina_OS-Deep_sub-000100.png_II.csv,87.99748315937524
Angio Retina_OS-Deep_sub-000100.png_IN.csv,85.00414538455844
Angio Retina_OD-Deep_sub-000100.png_IN.csv,83.20258291303684
Angio Retina_OS-Superficial_sub-000100.png_IS.csv,74.53419516263553
Angio Retina_OS-Deep_sub-000100.png_IT.csv,83.65603914880997
Angio Retina_OD-Superficial_sub-000100.png_innerCircle.csv,6.184147509578544
Angio Retina_OD-Superficial_sub-000100.png_II.csv,74.66629495400056
Angio Retina_OD-Superficial_sub-000100.png_IN.csv,68.67375243936438
Angio Retina_OD-Superficial_sub-000100.png_IS.csv,71.89410047946633
Angio Retina_OS-Superficial_sub-000100.png_II.csv,80.57002917882451
Angio Retina_OD-Deep_sub-000100.png_II.csv,89.12005196393092
Angio Retina_OD-Deep_sub-000065.png_IT.csv,0.0
Angio Retina_OS-Superficial_sub-000065.png_innerCircle.csv,17.687429696287964
Angio Retina_OS-Superficial_sub-000065.png_II.csv,53.62970774329617
Angio Retina_OS-Superficial_sub-000065.png_IN.csv,55.516621472331025
Angio Retina_OD-Superficial_sub-000065.png_II.csv,44.61832061068702
Angio Retina_OD-Deep_sub-000065.png_IN.csv,70.9764582788386
Angio Retina_OD-Superficial_sub-000065.png_innerCircle.csv,23.23720930232558
Angio Retina_OS-Deep_sub-000065.png_IT.csv,79.51730620369347
Angio Retina_OD-Superficial_sub-000065.png_IN.csv,50.73879847297569
Angio Retina_OS-Superficial_sub-000065.png_IT.csv,59.06448382897767
Angio Retina_OS-Deep_sub-000065.png_IN.csv,70.38885818503371
Angio Retina_OS-Superficial_sub-000065.png_IS.csv,56.91208571142485
Angio Retina_OS-Deep_sub-000065.png_IS.csv,68.95101183235651
Angio Retina_OS-Deep_sub-000065.png_II.csv,66.42533436498287
Angio Retina_OS-Deep_sub-000065.png_innerCircle.csv,39.38216279753159
Angio Retina_OD-Deep_sub-000065.png_II.csv,55.24886672710789
Angio Retina_OD-Deep_sub-000065.png_innerCircle.csv,31.52110022607385
Angio Retina_OD-Superficial_sub-000065.png_IS.csv,53.80952380952381
Angio Retina_OD-Deep_sub-000065.png_IS.csv,58.2929061784897
Angio Retina_OD-Superficial_sub-000065.png_IT.csv,162.77701474449606
Angio Retina_OD-Deep_sub-000104.png_IS.csv,79.4319254508048
Angio Retina_OS-Deep_sub-000104.png_IN.csv,76.83844811659652
Angio Retina_OS-Deep_sub-000104.png_IS.csv,76.79854119580851
Angio Retina_OS-Superficial_sub-000104.png_innerCircle.csv,9.174123989218328
Angio Retina_OD-Deep_sub-000104.png_IN.csv,75.66428657872443
Angio Retina_OS-Superficial_sub-000104.png_IN.csv,55.61964203763194
Angio Retina_OD-Superficial_sub-000104.png_II.csv,61.84958037443512
Angio Retina_OS-Deep_sub-000104.png_IT.csv,72.56862543661393
Angio Retina_OD-Deep_sub-000104.png_IT.csv,77.45225704949776
Angio Retina_OD-Superficial_sub-000104.png_IS.csv,59.75044737270213
Angio Retina_OS-Deep_sub-000104.png_innerCircle.csv,33.923228346456696
Angio Retina_OD-Deep_sub-000104.png_II.csv,80.58138690548228
Angio Retina_OD-Superficial_sub-000104.png_IN.csv,54.821981923821824
Angio Retina_OD-Superficial_sub-000104.png_IT.csv,62.13901089962583
Angio Retina_OD-Superficial_sub-000104.png_innerCircle.csv,11.973691031622602
Angio Retina_OS-Superficial_sub-000104.png_II.csv,58.607893529141805
Angio Retina_OS-Deep_sub-000104.png_II.csv,77.408395771323
Angio Retina_OD-Deep_sub-000104.png_innerCircle.csv,35.155272838749234
